0	dummy.txt, iliad.txt, jane.txt
17	iliad.txt, jane.txt, moby.txt, shakespeare.txt
170	iliad.txt, jane.txt
171	iliad.txt, jane.txt
172	iliad.txt, jane.txt, shakespeare.txt
1720	iliad.txt, jane.txt
1726	moby.txt
1728	iliad.txt, jane.txt
1729	moby.txt
173	iliad.txt, jane.txt
174	iliad.txt, jane.txt
175	iliad.txt, jane.txt
1750	moby.txt
176	iliad.txt, jane.txt, shakespeare.txt
177	iliad.txt, jane.txt
1772	moby.txt
1775	moby.txt
1776	moby.txt
1778	moby.txt
1779	moby.txt
178	iliad.txt, jane.txt
1788	moby.txt
179	iliad.txt, jane.txt
1791	moby.txt
1793	moby.txt
18	iliad.txt, jane.txt, moby.txt, shakespeare.txt
180	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1807	moby.txt
181	iliad.txt, jane.txt
1819	moby.txt
182	iliad.txt, jane.txt
1820	moby.txt
1821	moby.txt
1824	iliad.txt, jane.txt
1825	moby.txt
1828	moby.txt
183	iliad.txt, jane.txt
1833	moby.txt
1836	moby.txt
1839	moby.txt
184	iliad.txt, jane.txt, shakespeare.txt
1840	moby.txt
1841	iliad.txt, jane.txt
1842	moby.txt
1846	moby.txt
185	iliad.txt, jane.txt
1850	moby.txt
1851	moby.txt
186	iliad.txt, jane.txt
187	iliad.txt, jane.txt
188	iliad.txt, jane.txt, shakespeare.txt
189	iliad.txt, jane.txt
1899	iliad.txt, jane.txt
19	iliad.txt, jane.txt, moby.txt, shakespeare.txt
190	iliad.txt, jane.txt
191	iliad.txt, jane.txt
192	iliad.txt, jane.txt, shakespeare.txt
193	iliad.txt, jane.txt
194	iliad.txt, jane.txt
195	iliad.txt, jane.txt
196	iliad.txt, jane.txt, shakespeare.txt
197	iliad.txt, jane.txt
198	iliad.txt, jane.txt
199	iliad.txt, jane.txt
19901993	shakespeare.txt
1991	shakespeare.txt
19911994	shakespeare.txt
1994	shakespeare.txt
1a	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1b	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1c	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1d	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e1	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e2	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e3	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e4	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e5	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e6	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e7	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e8	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1e9	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1f	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1f1	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1f2	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1f3	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1f4	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1f5	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1f6	iliad.txt, jane.txt, moby.txt, shakespeare.txt
1st	moby.txt
2	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
20	iliad.txt, jane.txt, moby.txt, shakespeare.txt
200	iliad.txt, jane.txt, shakespeare.txt
2000	moby.txt
20000	moby.txt
20000000	moby.txt
2001	iliad.txt, jane.txt, moby.txt, shakespeare.txt
2004	iliad.txt, jane.txt
2006	iliad.txt, jane.txt
2008	moby.txt
200th	moby.txt
201	iliad.txt, jane.txt
2017	moby.txt, shakespeare.txt
2018	shakespeare.txt
202	iliad.txt, jane.txt
203	iliad.txt, jane.txt
204	iliad.txt, jane.txt, shakespeare.txt
205	iliad.txt, jane.txt
206	iliad.txt, jane.txt
207	iliad.txt, jane.txt
208	iliad.txt, jane.txt, shakespeare.txt
209	iliad.txt, jane.txt
21	iliad.txt, jane.txt, moby.txt, shakespeare.txt
210	iliad.txt, jane.txt
211	iliad.txt, jane.txt
212	iliad.txt, jane.txt, shakespeare.txt
213	iliad.txt, jane.txt
214	iliad.txt, jane.txt
215	iliad.txt, jane.txt
216	iliad.txt, jane.txt, shakespeare.txt
217	iliad.txt, jane.txt
218	iliad.txt, jane.txt
219	iliad.txt, jane.txt
21st	moby.txt
22	iliad.txt, jane.txt, moby.txt, shakespeare.txt
220	iliad.txt, jane.txt, shakespeare.txt
221	iliad.txt, jane.txt
222	iliad.txt, jane.txt
223	iliad.txt, jane.txt
224	iliad.txt, jane.txt, shakespeare.txt
225	iliad.txt, jane.txt
226	iliad.txt, jane.txt
227	iliad.txt, jane.txt
228	iliad.txt, jane.txt, shakespeare.txt
229	iliad.txt, jane.txt
23	iliad.txt, jane.txt, moby.txt, shakespeare.txt
230	iliad.txt, jane.txt
231	iliad.txt, jane.txt
232	iliad.txt, jane.txt, shakespeare.txt
233	iliad.txt, jane.txt
234	iliad.txt, jane.txt
235	iliad.txt, jane.txt
236	iliad.txt, jane.txt, shakespeare.txt
237	iliad.txt, jane.txt
238	iliad.txt, jane.txt
239	iliad.txt, jane.txt, shakespeare.txt
24	iliad.txt, jane.txt, moby.txt, shakespeare.txt
240	iliad.txt, jane.txt
241	iliad.txt, jane.txt
242	iliad.txt, jane.txt
243	iliad.txt, jane.txt
244	iliad.txt, jane.txt, shakespeare.txt
245	iliad.txt, jane.txt
246	iliad.txt, jane.txt
247	iliad.txt, jane.txt
248	iliad.txt, jane.txt, shakespeare.txt
249	iliad.txt, jane.txt
25	iliad.txt, jane.txt, moby.txt, shakespeare.txt
250	iliad.txt, jane.txt
25000	moby.txt
251	iliad.txt, jane.txt
252	iliad.txt, jane.txt, shakespeare.txt
253	iliad.txt, jane.txt
254	iliad.txt, jane.txt
255	iliad.txt, jane.txt
256	iliad.txt, jane.txt, shakespeare.txt
257	iliad.txt, jane.txt
258	iliad.txt, jane.txt
259	iliad.txt, jane.txt
26	iliad.txt, jane.txt, moby.txt, shakespeare.txt
260	iliad.txt, jane.txt, shakespeare.txt
261	iliad.txt, jane.txt
262	iliad.txt, jane.txt
263	iliad.txt, jane.txt
264	iliad.txt, jane.txt, shakespeare.txt
265	iliad.txt, jane.txt
266	iliad.txt, jane.txt
267	iliad.txt, jane.txt
268	iliad.txt, jane.txt
269	iliad.txt, jane.txt, shakespeare.txt
27	iliad.txt, jane.txt, moby.txt, shakespeare.txt
270	iliad.txt, jane.txt
2701	moby.txt
27010txt	moby.txt
27010zip	moby.txt
271	iliad.txt, jane.txt
272	iliad.txt, jane.txt, shakespeare.txt
273	iliad.txt, jane.txt
274	iliad.txt, jane.txt
275	iliad.txt, jane.txt
275th	moby.txt
276	iliad.txt, jane.txt, shakespeare.txt
277	iliad.txt, jane.txt
278	iliad.txt, jane.txt
279	iliad.txt, jane.txt
28	iliad.txt, jane.txt, moby.txt, shakespeare.txt
280	iliad.txt, jane.txt
2800	moby.txt
281	iliad.txt, jane.txt, shakespeare.txt
282	iliad.txt, jane.txt
283	iliad.txt, jane.txt
284	iliad.txt, jane.txt, shakespeare.txt
285	iliad.txt, jane.txt
286	iliad.txt, jane.txt
287	iliad.txt, jane.txt
288	iliad.txt, jane.txt, shakespeare.txt
289	iliad.txt, jane.txt
29	iliad.txt, jane.txt, moby.txt, shakespeare.txt
290	iliad.txt, jane.txt
291	iliad.txt, jane.txt
292	iliad.txt, jane.txt, shakespeare.txt
293	iliad.txt, jane.txt
294	iliad.txt, jane.txt
295	iliad.txt, jane.txt
296	iliad.txt, jane.txt
297	iliad.txt, jane.txt
298	iliad.txt, jane.txt
299	iliad.txt, jane.txt
2d	shakespeare.txt
2nd	moby.txt
2s	shakespeare.txt
3	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
30	iliad.txt, jane.txt, moby.txt, shakespeare.txt
300	iliad.txt, jane.txt, shakespeare.txt
304	iliad.txt, jane.txt, shakespeare.txt
308	shakespeare.txt
31	iliad.txt, jane.txt, moby.txt, shakespeare.txt
311	iliad.txt, jane.txt
312	iliad.txt, jane.txt, shakespeare.txt
315	iliad.txt, jane.txt
316	shakespeare.txt
317	iliad.txt, jane.txt
31st	moby.txt
32	iliad.txt, jane.txt, moby.txt, shakespeare.txt
320	shakespeare.txt
323	iliad.txt, jane.txt
324	shakespeare.txt
328	shakespeare.txt
33	iliad.txt, jane.txt, moby.txt, shakespeare.txt
332	shakespeare.txt
335	iliad.txt, jane.txt
336	iliad.txt, jane.txt, shakespeare.txt
338	iliad.txt, jane.txt
339	iliad.txt, jane.txt
34	iliad.txt, jane.txt, moby.txt, shakespeare.txt
340	iliad.txt, jane.txt, shakespeare.txt
344	shakespeare.txt
348	shakespeare.txt
35	iliad.txt, jane.txt, moby.txt, shakespeare.txt
350	iliad.txt, jane.txt
351	iliad.txt, jane.txt
352	shakespeare.txt
356	shakespeare.txt
358	iliad.txt, jane.txt
36	iliad.txt, jane.txt, moby.txt, shakespeare.txt
360	iliad.txt, jane.txt
361	shakespeare.txt
364	shakespeare.txt
368	shakespeare.txt
369	iliad.txt, jane.txt
37	iliad.txt, jane.txt, moby.txt, shakespeare.txt
374	iliad.txt, jane.txt
376	shakespeare.txt
38	iliad.txt, jane.txt, moby.txt, shakespeare.txt
380	shakespeare.txt
383	iliad.txt, jane.txt
384	shakespeare.txt
386	iliad.txt, jane.txt
387	iliad.txt, jane.txt
388	shakespeare.txt
39	iliad.txt, jane.txt, moby.txt, shakespeare.txt
392	shakespeare.txt
393	iliad.txt, jane.txt
396	shakespeare.txt
399	iliad.txt, jane.txt
3d	moby.txt
4	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
40	iliad.txt, jane.txt, moby.txt, shakespeare.txt
400	shakespeare.txt
4000	moby.txt
400000	moby.txt
4000000	moby.txt
404	shakespeare.txt
408	iliad.txt, jane.txt, shakespeare.txt
41	iliad.txt, jane.txt, moby.txt, shakespeare.txt
411	iliad.txt, jane.txt
412	shakespeare.txt
416	shakespeare.txt
42	iliad.txt, jane.txt, moby.txt, shakespeare.txt
420	shakespeare.txt
424	shakespeare.txt
427	iliad.txt, jane.txt
428	shakespeare.txt
43	iliad.txt, jane.txt, moby.txt, shakespeare.txt
433	shakespeare.txt
436	iliad.txt, jane.txt, shakespeare.txt
437	iliad.txt, jane.txt
44	iliad.txt, jane.txt, moby.txt, shakespeare.txt
440	shakespeare.txt
445	shakespeare.txt
448	shakespeare.txt
45	iliad.txt, jane.txt, moby.txt, shakespeare.txt
450	iliad.txt, jane.txt
452	shakespeare.txt
453	iliad.txt, jane.txt
4557	iliad.txt, jane.txt, moby.txt
456	shakespeare.txt
45he	moby.txt
46	iliad.txt, jane.txt, moby.txt, shakespeare.txt
460	shakespeare.txt
463	iliad.txt, jane.txt
464	shakespeare.txt
468	shakespeare.txt
47	iliad.txt, jane.txt, moby.txt, shakespeare.txt
472	shakespeare.txt
476	shakespeare.txt
478	iliad.txt, jane.txt
479	iliad.txt, jane.txt
48	iliad.txt, jane.txt, moby.txt, shakespeare.txt
480	iliad.txt, jane.txt, shakespeare.txt
484	shakespeare.txt
486	iliad.txt, jane.txt
487	iliad.txt, jane.txt
488	shakespeare.txt
49	iliad.txt, jane.txt, moby.txt, shakespeare.txt
490	iliad.txt, jane.txt
492	shakespeare.txt
493	iliad.txt, jane.txt
496	iliad.txt, jane.txt, shakespeare.txt
4d	shakespeare.txt
4th	moby.txt
4to	iliad.txt, jane.txt
5	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
50	iliad.txt, jane.txt, moby.txt, shakespeare.txt
500	moby.txt, shakespeare.txt
5000	iliad.txt, jane.txt, moby.txt, shakespeare.txt
501c3	iliad.txt, jane.txt, moby.txt, shakespeare.txt
504	shakespeare.txt
508	shakespeare.txt
51	iliad.txt, jane.txt, moby.txt, shakespeare.txt
510	iliad.txt, jane.txt
512	shakespeare.txt
516	shakespeare.txt
52	iliad.txt, jane.txt, moby.txt, shakespeare.txt
520	shakespeare.txt
522	iliad.txt, jane.txt
524	shakespeare.txt
527	iliad.txt, jane.txt
528	iliad.txt, jane.txt, shakespeare.txt
53	iliad.txt, jane.txt, moby.txt, shakespeare.txt
5315	iliad.txt, jane.txt
532	shakespeare.txt
536	shakespeare.txt
54	iliad.txt, jane.txt, moby.txt, shakespeare.txt
540	shakespeare.txt
5400	moby.txt
544	shakespeare.txt
548	shakespeare.txt
55	iliad.txt, jane.txt, moby.txt, shakespeare.txt
550	moby.txt
550000	moby.txt
552	shakespeare.txt
555	iliad.txt, jane.txt
556	iliad.txt, jane.txt, shakespeare.txt
559	iliad.txt, jane.txt
56	iliad.txt, jane.txt, moby.txt, shakespeare.txt
561	shakespeare.txt
564	shakespeare.txt
568	shakespeare.txt
57	iliad.txt, jane.txt, moby.txt, shakespeare.txt
572	shakespeare.txt
577	shakespeare.txt
58	iliad.txt, jane.txt, moby.txt, shakespeare.txt
580	shakespeare.txt
584	shakespeare.txt
588	shakespeare.txt
59	iliad.txt, jane.txt, moby.txt, shakespeare.txt
592	shakespeare.txt
596	shakespeare.txt
5961887	iliad.txt, jane.txt, moby.txt, shakespeare.txt
5s	shakespeare.txt
5th	moby.txt
6	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
60	iliad.txt, jane.txt, moby.txt, shakespeare.txt
600	shakespeare.txt
60000	moby.txt
604	shakespeare.txt
608	shakespeare.txt
61	iliad.txt, jane.txt, moby.txt, shakespeare.txt
612	shakespeare.txt
6130	iliad.txt, jane.txt
61308txt	iliad.txt, jane.txt
61308zip	iliad.txt, jane.txt
616	shakespeare.txt
62	iliad.txt, jane.txt, moby.txt, shakespeare.txt
620	shakespeare.txt
623	iliad.txt, jane.txt
624	shakespeare.txt
628	shakespeare.txt
63	iliad.txt, jane.txt, moby.txt, shakespeare.txt
630	iliad.txt, jane.txt
632	shakespeare.txt
637	shakespeare.txt
639	iliad.txt, jane.txt
64	iliad.txt, jane.txt, moby.txt, shakespeare.txt
644	iliad.txt, jane.txt, shakespeare.txt
646	iliad.txt, jane.txt
646221541	iliad.txt, jane.txt, moby.txt, shakespeare.txt
649	shakespeare.txt
65	iliad.txt, jane.txt, moby.txt, shakespeare.txt
652	shakespeare.txt
656	shakespeare.txt
66	iliad.txt, jane.txt, moby.txt, shakespeare.txt
660	iliad.txt, jane.txt, shakespeare.txt
664	shakespeare.txt
668	shakespeare.txt
669	iliad.txt, jane.txt
67	iliad.txt, jane.txt, moby.txt, shakespeare.txt
670	iliad.txt, jane.txt
672	shakespeare.txt
673	iliad.txt, jane.txt
675	iliad.txt, jane.txt
676	shakespeare.txt
68	iliad.txt, jane.txt, moby.txt, shakespeare.txt
680	shakespeare.txt
684	shakespeare.txt
687	iliad.txt, jane.txt
688	shakespeare.txt
69	iliad.txt, jane.txt, moby.txt, shakespeare.txt
691	shakespeare.txt
696	shakespeare.txt
6d	shakespeare.txt
7	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
70	iliad.txt, jane.txt, moby.txt, shakespeare.txt
700	iliad.txt, jane.txt, shakespeare.txt
7000000	moby.txt
704	shakespeare.txt
708	iliad.txt, jane.txt, shakespeare.txt
71	iliad.txt, jane.txt, moby.txt, shakespeare.txt
712	shakespeare.txt
716	shakespeare.txt
72	iliad.txt, jane.txt, moby.txt, shakespeare.txt
720	shakespeare.txt
72000	moby.txt
723	shakespeare.txt
728	shakespeare.txt
73	iliad.txt, jane.txt, moby.txt, shakespeare.txt
732	shakespeare.txt
736	iliad.txt, jane.txt, shakespeare.txt
738	iliad.txt, jane.txt
74	iliad.txt, jane.txt, moby.txt, shakespeare.txt
740	shakespeare.txt
742	iliad.txt, jane.txt
744	shakespeare.txt
748	shakespeare.txt
75	iliad.txt, jane.txt, moby.txt, shakespeare.txt
750175	shakespeare.txt
752	shakespeare.txt
756	shakespeare.txt
76	iliad.txt, jane.txt, moby.txt, shakespeare.txt
760	shakespeare.txt
761	iliad.txt, jane.txt
764	shakespeare.txt
767	iliad.txt, jane.txt
768	iliad.txt, jane.txt, shakespeare.txt
769	iliad.txt, jane.txt
77	iliad.txt, jane.txt, moby.txt, shakespeare.txt
772	shakespeare.txt
776	iliad.txt, jane.txt, shakespeare.txt
78	iliad.txt, jane.txt, moby.txt, shakespeare.txt
780	shakespeare.txt
784	shakespeare.txt
79	iliad.txt, jane.txt, moby.txt, shakespeare.txt
790	shakespeare.txt
792	shakespeare.txt
796	shakespeare.txt
8	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
80	iliad.txt, jane.txt, moby.txt, shakespeare.txt
800	shakespeare.txt
801	iliad.txt, jane.txt, moby.txt, shakespeare.txt
803	iliad.txt, jane.txt
804	shakespeare.txt
808	shakespeare.txt
809	iliad.txt, jane.txt, moby.txt, shakespeare.txt
81	iliad.txt, jane.txt, moby.txt, shakespeare.txt
811	shakespeare.txt
816	shakespeare.txt
82	iliad.txt, jane.txt, moby.txt, shakespeare.txt
820	shakespeare.txt
824	shakespeare.txt
825	iliad.txt, jane.txt
828	shakespeare.txt
83	iliad.txt, jane.txt, moby.txt, shakespeare.txt
831	iliad.txt, jane.txt
832	shakespeare.txt
836	shakespeare.txt
84	iliad.txt, jane.txt, moby.txt, shakespeare.txt
840	shakespeare.txt
84116	iliad.txt, jane.txt, moby.txt, shakespeare.txt
844	shakespeare.txt
845	iliad.txt, jane.txt
848	shakespeare.txt
85	iliad.txt, jane.txt, moby.txt, shakespeare.txt
851	iliad.txt, jane.txt
852	shakespeare.txt
856	shakespeare.txt
86	iliad.txt, jane.txt, moby.txt, shakespeare.txt
860	shakespeare.txt
865	shakespeare.txt
868	shakespeare.txt
87	iliad.txt, jane.txt, moby.txt, shakespeare.txt
872	shakespeare.txt
876	shakespeare.txt
88	iliad.txt, jane.txt, moby.txt, shakespeare.txt
880	iliad.txt, jane.txt, shakespeare.txt
884	shakespeare.txt
88591	iliad.txt, jane.txt
888	shakespeare.txt
89	iliad.txt, jane.txt, moby.txt, shakespeare.txt
890	moby.txt
892	shakespeare.txt
896	shakespeare.txt
8d	shakespeare.txt
9	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
90	iliad.txt, jane.txt, moby.txt, shakespeare.txt
900	shakespeare.txt
904	shakespeare.txt
908	shakespeare.txt
91	iliad.txt, jane.txt, moby.txt, shakespeare.txt
913	shakespeare.txt
916	shakespeare.txt
92	iliad.txt, jane.txt, moby.txt, shakespeare.txt
920	shakespeare.txt
925	shakespeare.txt
928	shakespeare.txt
93	iliad.txt, jane.txt, moby.txt, shakespeare.txt
931	shakespeare.txt
936	shakespeare.txt
94	iliad.txt, jane.txt, moby.txt, shakespeare.txt
940	shakespeare.txt
944	shakespeare.txt
948	iliad.txt, jane.txt, shakespeare.txt
95	iliad.txt, jane.txt, moby.txt, shakespeare.txt
952	shakespeare.txt
956	shakespeare.txt
96	iliad.txt, jane.txt, moby.txt, shakespeare.txt
960	shakespeare.txt
964	shakespeare.txt
968	shakespeare.txt
97	iliad.txt, jane.txt, moby.txt, shakespeare.txt
972	shakespeare.txt
976	shakespeare.txt
98	iliad.txt, jane.txt, moby.txt, shakespeare.txt
980	iliad.txt, jane.txt, shakespeare.txt
985	shakespeare.txt
986	iliad.txt, jane.txt
988	shakespeare.txt
99	iliad.txt, jane.txt, moby.txt, shakespeare.txt
992	shakespeare.txt
996	shakespeare.txt
99712	iliad.txt, jane.txt, moby.txt
99775	shakespeare.txt
a	dummy.txt, iliad.txt, jane.txt, moby.txt, shakespeare.txt
aaron	shakespeare.txt
aarons	shakespeare.txt
aback	moby.txt
abaft	moby.txt
abaissiez	shakespeare.txt
abandon	moby.txt, shakespeare.txt
abandond	iliad.txt, jane.txt, shakespeare.txt
abandoned	moby.txt, shakespeare.txt
abandonedly	moby.txt
abandoner	shakespeare.txt
abandonment	iliad.txt, jane.txt, moby.txt
abandons	iliad.txt, jane.txt
abantes	iliad.txt, jane.txt
abantian	iliad.txt, jane.txt
abas	iliad.txt, jane.txt
abase	shakespeare.txt
abased	moby.txt
abasement	moby.txt
abashd	iliad.txt, jane.txt, shakespeare.txt
abashed	moby.txt
abate	iliad.txt, jane.txt, moby.txt, shakespeare.txt
abated	moby.txt, shakespeare.txt
abatement	moby.txt, shakespeare.txt
abatements	shakespeare.txt
abates	shakespeare.txt
abatfowling	shakespeare.txt
abating	moby.txt
abbas	iliad.txt, jane.txt
abbess	shakespeare.txt
abbey	shakespeare.txt
abbeys	shakespeare.txt
abbominable	shakespeare.txt
abbot	shakespeare.txt
abbots	shakespeare.txt
abbreviate	moby.txt
abbreviated	shakespeare.txt
abbreviation	moby.txt
abeam	moby.txt
abed	moby.txt, shakespeare.txt
abednego	moby.txt
abegging	moby.txt
abel	moby.txt, shakespeare.txt
abels	shakespeare.txt
abergany	shakespeare.txt
abergavenny	shakespeare.txt
abet	shakespeare.txt
abetting	shakespeare.txt
abettor	shakespeare.txt
abhominable	shakespeare.txt
abhor	shakespeare.txt
abhorrd	iliad.txt, jane.txt, shakespeare.txt
abhorrdst	shakespeare.txt
abhorred	moby.txt, shakespeare.txt
abhorrence	moby.txt
abhorrent	moby.txt
abhorring	moby.txt, shakespeare.txt
abhors	iliad.txt, jane.txt, shakespeare.txt
abhorson	shakespeare.txt
abide	iliad.txt, jane.txt, moby.txt, shakespeare.txt
abided	moby.txt
